&#160;	&#160;	Term	Count	Trend
		bizarre	11	0,0.00022686025,0.0002680965,0,0.000492126,0.00061919505,0,0,0.00016485328,0.0013747594
		claimed	11	0,0.0013611615,0,0,0.000738189,0,0,0,0.00016485328,0.0002749519
		clear	11	0,0.0004537205,0.00080428954,0.0002712968,0.000492126,0.0012383901,0,0.0018281536,0,0
		clearly	11	0.00026695142,0.00068058074,0,0,0,0,0,0.0018281536,0.00016485328,0.0013747594
		clouds	11	0,0,0.0002680965,0.0002712968,0.000492126,0,0.0005640158,0,0,0.0016497113
		complete	11	0.0010678057,0,0,0,0,0,0.0005640158,0,0.00016485328,0.0013747594
		contact	11	0,0.000907441,0,0.0002712968,0.000738189,0.00061919505,0,0,0.00032970656,0
		conversation	11	0,0,0.0016085791,0,0,0,0,0,0,0.0013747594
		copy	11	0,0.00022686025,0.00080428954,0,0.000246063,0,0,0,0.00016485328,0.0013747594
		coverage	11	0,0,0.0002680965,0,0,0,0,0,0,0.0027495187
		date	11	0,0.00022686025,0,0.0002712968,0.000738189,0.0037151703,0,0,0,0
		disappeared	11	0,0,0,0.0010851872,0.000492126,0,0.0011280316,0.0018281536,0.00016485328,0.0002749519
		extremely	11	0.00026695142,0,0,0.0008138904,0,0,0,0,0.00032970656,0.0013747594
		following	11	0.00026695142,0.00022686025,0.00080428954,0.0008138904,0.000492126,0,0,0,0.00016485328,0
		fox	11	0,0,0.0029490616,0,0,0,0,0,0,0
		huge	11	0.0010678057,0,0.000536193,0,0.000492126,0,0.0016920473,0,0,0
		husband	11	0.0010678057,0.00068058074,0,0.0005425936,0,0,0.0005640158,0,0.00016485328,0
		involving	11	0,0.00022686025,0,0,0,0,0,0,0,0.0027495187
		jezzi	11	0,0,0,0.0029842649,0,0,0,0,0,0
		lake	11	0.00080085424,0.00068058074,0,0.0002712968,0.000984252,0,0,0,0,0
		man	11	0,0.00022686025,0.0013404826,0.0002712968,0.000246063,0,0.0011280316,0,0.00016485328,0
		media	11	0,0.00068058074,0,0.0005425936,0,0.00061919505,0,0,0,0.0013747594
		mexico	11	0.0024025626,0,0.0002680965,0,0,0.00061919505,0,0,0,0
		officers	11	0,0.0024954628,0,0,0,0,0,0,0,0
		pond	11	0,0,0,0,0,0,0.006204174,0,0,0
		property	11	0,0.0020417422,0.0002680965,0.0002712968,0,0,0,0,0,0
		recent	11	0.0021356114,0,0,0.0002712968,0,0.0012383901,0,0,0,0
		shadow	11	0.00053390284,0,0,0,0.002214567,0,0,0,0,0
		spotted	11	0,0,0.0002680965,0.0010851872,0.000738189,0,0,0.0018281536,0.00032970656,0
		sunday	11	0,0.0004537205,0.0016085791,0.0002712968,0,0,0.0005640158,0,0,0.0002749519
		testimony	11	0.00026695142,0,0,0,0.000492126,0,0,0,0.0011539729,0.0002749519
		unknown	11	0,0,0.0002680965,0.0016277808,0,0.00061919505,0,0,0.00032970656,0.0002749519
		viewed	11	0.0010678057,0.00022686025,0,0,0,0.00061919505,0,0,0,0.0013747594
		waynesville	11	0,0.0024954628,0,0,0,0,0,0,0,0
		western	11	0,0,0,0,0.000246063,0,0,0,0,0.0027495187
