&#160;	&#160;	Term	Count	Trend
		new	31	0.00059988,0,0.002721829,0.0007966012,0.005452067,0.0012396694,0,0.00016969285,0.00038834952,0.00033030554
		road	31	0.0035992803,0.0010576415,0,0.00026553372,0,0.0006198347,0,0.0020363142,0.00038834952,0.0009909166
		went	31	0.00059988,0,0,0.0015932024,0.0013630168,0.0012396694,0.001231148,0.0003393857,0.0011650486,0.0009909166
		witnesses	31	0,0,0.0016330974,0,0.00045433894,0.002892562,0,0.0003393857,0,0.0018166804
		green	30	0.00059988,0,0.0005443658,0.00053106743,0,0.00041322314,0.001231148,0.0020363142,0,0.0013212222
		pilot	30	0,0.00740349,0,0,0,0.00020661157,0.002462296,0.00118785,0,0
		side	30	0.00119976,0.00052882073,0.0005443658,0.00053106743,0.00045433894,0.00041322314,0.0018467221,0.00084846426,0.0019417476,0.00082576385
		don	29	0,0,0,0.0007966012,0.0018173557,0.00041322314,0,0.0028847787,0,0.0004954583
		near	29	0.00119976,0.0010576415,0,0.00053106743,0,0.0018595041,0.00092336105,0.00084846426,0,0.0009909166
		appeared	28	0,0.0015864621,0.0010887316,0.00026553372,0.0009086779,0.00041322314,0.001538935,0.00016969285,0.00038834952,0.0018166804
		going	28	0,0,0.0010887316,0.00053106743,0.0018173557,0.0008264463,0.000615574,0.0018666214,0,0.0004954583
		house	28	0.00059988,0.00052882073,0.0016330974,0.0031864047,0.00045433894,0.0008264463,0,0.0003393857,0,0.0006606111
		reported	28	0.0017996401,0,0,0.00026553372,0,0.00020661157,0.0018467221,0.0003393857,0.0015533981,0.0018166804
		sightings	28	0.00059988,0,0.0038105608,0,0.0027260336,0.001446281,0,0,0,0.0011560693
		copyrighted	27	0,0.011105236,0.0016330974,0,0,0,0,0,0.0011650486,0
		experience	27	0,0,0.0010887316,0.0021242697,0,0.0012396694,0.000615574,0.00050907856,0.0023300971,0
		eyes	27	0,0,0,0.0013276687,0.0013630168,0.0008264463,0.000307787,0.00118785,0.0011650486,0.0006606111
		fair	27	0,0.011105236,0.0016330974,0,0,0,0,0,0.0011650486,0
		home	27	0,0,0.0005443658,0.0023898035,0,0.0016528926,0,0.00084846426,0.00038834952,0.0004954583
		large	27	0.00119976,0.00052882073,0.0010887316,0,0,0.0008264463,0.001231148,0.00050907856,0,0.0018166804
		long	27	0,0,0.0005443658,0.00053106743,0.00045433894,0.0010330578,0.000307787,0.0010181571,0.0011650486,0.0013212222
		radar	27	0,0,0,0,0,0.0012396694,0.0052323793,0.0003393857,0,0.00033030554
		suddenly	27	0.00059988,0.00052882073,0.0005443658,0.0015932024,0.0009086779,0.0006198347,0.000307787,0.0006787714,0.0019417476,0.0004954583
		want	27	0,0,0,0.00053106743,0.00045433894,0.00020661157,0,0.0037332429,0.00038834952,0
		alien	26	0.00119976,0,0,0.00053106743,0,0.0012396694,0,0.0020363142,0.00077669905,0.00033030554
		come	26	0.00059988,0,0.0005443658,0.0015932024,0,0.0010330578,0,0.0010181571,0.0015533981,0.0004954583
		military	26	0.00119976,0.0010576415,0,0,0.0018173557,0.00020661157,0.001231148,0.00016969285,0,0.0019818333
		sound	26	0.00119976,0,0.0005443658,0,0,0.0020661156,0.0018467221,0.0010181571,0.00038834952,0
		abduction	25	0.0029994,0,0,0.00026553372,0,0.0006198347,0,0.00084846426,0.004271845,0
		asked	25	0.00119976,0.0010576415,0,0.0007966012,0,0.0008264463,0.002154509,0.0010181571,0,0.00016515277
		beacons	25	0,0,0,0,0,0,0,0.00016969285,0,0.0039636665
		black	25	0.0017996401,0,0.0010887316,0.00053106743,0,0.001446281,0,0.0013575428,0.00038834952,0.00033030554
		close	25	0.00119976,0.0015864621,0.0010887316,0,0.00045433894,0.001446281,0.000307787,0.0003393857,0,0.0011560693
		flying	25	0.00059988,0,0.0010887316,0,0.00045433894,0.0008264463,0.00092336105,0.0010181571,0,0.0013212222
		people	25	0,0.0015864621,0.0005443658,0.00026553372,0.0027260336,0.0008264463,0.001231148,0.00050907856,0.0011650486,0
		picture	25	0,0,0,0,0,0.0006198347,0,0.0037332429,0,0
		right	25	0.00059988,0,0,0.001858736,0.00045433894,0.0006198347,0.000615574,0.00118785,0.00038834952,0.0004954583
		shaped	25	0.00119976,0,0.0016330974,0.0013276687,0,0.00020661157,0.000307787,0.00050907856,0,0.0016515277
		articles	24	0.00059988,0.00740349,0.0016330974,0,0,0.0008264463,0,0,0.00077669905,0
		brecon	24	0,0,0,0,0,0,0,0,0,0.0039636665
		didn	24	0,0,0,0.0026553373,0.0009086779,0.0012396694,0,0.00084846426,0.00038834952,0
		flight	24	0,0,0.0010887316,0,0.00045433894,0.00041322314,0.004309018,0.00084846426,0,0
		high	24	0.00059988,0,0,0.0010621349,0.00045433894,0.00041322314,0,0.0010181571,0.00077669905,0.0013212222
		behind	23	0,0,0.0005443658,0.0013276687,0.00045433894,0.00041322314,0.001538935,0.00050907856,0.00038834952,0.00082576385
		bright	23	0.00059988,0,0,0.0007966012,0,0.0016528926,0.001231148,0.00118785,0,0
		reactor	23	0,0,0.0005443658,0,0.00863244,0,0,0,0,0.0004954583
		started	23	0,0,0.0005443658,0.0021242697,0.0013630168,0,0.000615574,0.0006787714,0,0.00082576385
		window	23	0.00059988,0,0.0032661948,0.00026553372,0.0009086779,0.0008264463,0.000615574,0.0006787714,0,0.0004954583
		article	22	0.00119976,0.004230566,0.0016330974,0,0.0009086779,0,0,0,0.00038834952,0.0009909166
		believe	22	0,0.003701745,0.0005443658,0.00026553372,0,0.00041322314,0.001538935,0.00084846426,0.00038834952,0
		bridge	22	0,0,0,0,0,0,0.0067713144,0,0,0
		gone	22	0,0,0,0.0010621349,0,0.00020661157,0.000615574,0.0018666214,0.00038834952,0.0004954583
		little	22	0.00119976,0,0,0.00026553372,0.0018173557,0.00041322314,0,0.0010181571,0.00038834952,0.0009909166
		moor	22	0,0,0,0,0,0,0,0.0032241642,0,0.0004954583
		peter	22	0,0.0010576415,0,0,0,0,0,0.0003393857,0.006990291,0
		called	21	0.00059988,0,0.0005443658,0.0013276687,0,0.0012396694,0.001538935,0,0.00038834952,0.00033030554
		dark	21	0,0.00052882073,0,0.00053106743,0.00045433894,0.0012396694,0.000307787,0.0006787714,0.0011650486,0.0004954583
		day	21	0.00059988,0,0.0005443658,0.0010621349,0.0009086779,0.0006198347,0.00092336105,0.00050907856,0.00038834952,0.0004954583
		having	21	0.00119976,0.00052882073,0,0.0007966012,0.00045433894,0.0010330578,0.000615574,0.00016969285,0.00077669905,0.0006606111
		head	21	0.00059988,0.00052882073,0,0.0021242697,0.00045433894,0.00020661157,0.000615574,0.00016969285,0.0015533981,0.00033030554
		police	21	0.0059988,0,0.0005443658,0.00053106743,0,0.0008264463,0,0,0.00038834952,0.0004954583
		quite	21	0,0,0,0.00026553372,0.0009086779,0.00041322314,0,0.00050907856,0.00038834952,0.0019818333
		story	21	0.0035992803,0.00052882073,0.0005443658,0.0007966012,0.0013630168,0.00041322314,0.00092336105,0,0.00038834952,0.00016515277
		type	21	0,0,0.0010887316,0,0.00045433894,0.0016528926,0,0.0010181571,0.0015533981,0
		attributed	20	0,0.00740349,0.0010887316,0,0,0,0.000307787,0.00016969285,0.00077669905,0
		began	20	0.00059988,0,0.0010887316,0.0007966012,0,0.0010330578,0.000615574,0.00050907856,0.00038834952,0.0004954583
		clear	20	0,0,0.0005443658,0,0.00045433894,0.00020661157,0.0018467221,0.0003393857,0.0011650486,0.0009909166
		ground	20	0.00119976,0,0.0005443658,0,0.00045433894,0.0010330578,0.0018467221,0.0003393857,0,0.0004954583
		immediately	20	0,0.003701745,0.0005443658,0.00053106743,0.00045433894,0,0,0.00084846426,0.0011650486,0.00016515277
		incident	20	0.0017996401,0,0,0,0.0027260336,0,0.000307787,0.00016969285,0.00038834952,0.0013212222
		information	20	0.00059988,0,0.0005443658,0,0.0040890505,0.00041322314,0.000615574,0.0003393857,0,0.0004954583
		noticed	20	0,0,0.0010887316,0.00026553372,0,0.0006198347,0.001231148,0.0006787714,0.0011650486,0.0004954583
		position	20	0.00059988,0,0,0,0,0.00041322314,0.00092336105,0.0016969285,0.00038834952,0.0004954583
		security	20	0,0,0.0005443658,0,0.0077237617,0.00020661157,0,0,0,0.00016515277
		taken	20	0.00059988,0.00052882073,0.0010887316,0,0.00045433894,0.00041322314,0.000615574,0.0010181571,0.00038834952,0.0006606111
		beings	19	0,0,0,0.00053106743,0,0.0022727272,0,0,0.0019417476,0.00016515277
		khoury	19	0,0,0,0,0,0,0,0,0.0073786406,0
		moved	19	0.00059988,0,0.0021774631,0.0007966012,0.00045433894,0.00041322314,0.000307787,0.0003393857,0.00038834952,0.0006606111
		photograph	19	0,0,0,0.00026553372,0,0.0018595041,0.000307787,0.00084846426,0,0.0004954583
		report	19	0.0017996401,0,0.0016330974,0,0.0009086779,0.00020661157,0.000615574,0.0010181571,0.00038834952,0.00016515277
		ship	19	0,0,0,0,0,0.00020661157,0.0036934442,0,0,0.0009909166
		size	19	0.00059988,0,0.0005443658,0.0015932024,0,0.0006198347,0.001231148,0.0003393857,0.00038834952,0.00016515277
		small	19	0.00119976,0,0.0010887316,0.00053106743,0.00045433894,0.00020661157,0.00092336105,0.0006787714,0.0015533981,0
		unusual	19	0,0.0010576415,0.0005443658,0,0,0.00041322314,0.000307787,0.0003393857,0.0015533981,0.0011560693
		web	19	0,0.00740349,0.0010887316,0,0,0,0,0,0.00077669905,0.00016515277
		came	18	0,0,0.0021774631,0.0007966012,0.0013630168,0.0006198347,0.000307787,0.00050907856,0,0.00016515277
		camera	18	0,0.0015864621,0,0.00026553372,0,0.00041322314,0.00092336105,0.00050907856,0,0.0009909166
		distance	18	0,0,0.0021774631,0,0.0009086779,0.00020661157,0.0018467221,0.0003393857,0,0.0004954583
		kind	18	0,0,0.0010887316,0.0007966012,0.00045433894,0.0006198347,0,0.00050907856,0,0.0009909166
		normal	18	0,0,0,0.00026553372,0.00045433894,0,0.0018467221,0.00050907856,0.00077669905,0.00082576385
		passed	18	0.00059988,0,0,0.00053106743,0,0.0008264463,0.000615574,0,0.0011650486,0.0009909166
		pulled	18	0.00059988,0,0.0005443658,0.00053106743,0.00045433894,0.0006198347,0,0.00016969285,0.0011650486,0.0009909166
		slowly	18	0.00059988,0,0.002721829,0.00053106743,0,0.0008264463,0.000307787,0,0,0.00082576385
		captain	17	0,0,0,0,0,0,0.0033856572,0,0,0.0009909166
		coming	17	0.00059988,0,0.0005443658,0.00053106743,0.00045433894,0.0010330578,0.000307787,0.0010181571,0,0
		dr	17	0,0.00052882073,0.0005443658,0,0,0.0008264463,0,0.0003393857,0,0.0014863749
		family	17	0,0.00052882073,0,0.00053106743,0,0.0020661156,0,0.00016969285,0.0011650486,0
		hear	17	0,0,0.0010887316,0.00053106743,0,0.0008264463,0,0.0013575428,0.00038834952,0
		inside	17	0.00059988,0,0,0.0010621349,0.0009086779,0.0012396694,0.000307787,0,0.00038834952,0.00033030554
		investigation	17	0.00239952,0,0.0005443658,0.00026553372,0.0013630168,0,0.000615574,0.00050907856,0.00038834952,0.00033030554
		look	17	0,0,0.0021774631,0,0,0.00041322314,0.000615574,0.00084846426,0,0.0006606111
		original	17	0,0.003701745,0.0005443658,0,0,0.0008264463,0,0.00050907856,0.00038834952,0.00016515277
		tell	17	0,0,0.0010887316,0.00026553372,0.00045433894,0,0,0.00118785,0.00077669905,0.0006606111
		witness	17	0.0017996401,0,0.0005443658,0.00026553372,0.0013630168,0.00041322314,0,0.0003393857,0,0.00082576385
		became	16	0,0.00052882073,0.0005443658,0.00026553372,0.00045433894,0.00020661157,0.001231148,0.00050907856,0.0015533981,0
		described	16	0,0,0.0010887316,0,0.00045433894,0.0006198347,0.001231148,0,0.0011650486,0.0004954583
		direction	16	0,0,0.0032661948,0,0.00045433894,0.0006198347,0.00092336105,0.0003393857,0,0.00016515277
		door	16	0,0,0,0.0021242697,0,0.00041322314,0,0.00084846426,0,0.00016515277
		far	16	0.00059988,0,0.0010887316,0.0007966012,0,0,0.000615574,0,0.00077669905,0.0009909166
		following	16	0.00119976,0,0,0,0,0,0.001231148,0,0.00038834952,0.0014863749
		foot	16	0.00059988,0,0,0.0021242697,0,0,0,0.00050907856,0,0.0006606111
		hovering	16	0.00059988,0,0.0021774631,0.00026553372,0,0.0008264463,0,0.00016969285,0.00077669905,0.0004954583
		imbrogno	16	0,0,0,0,0.007269423,0,0,0,0,0
		north	16	0.00059988,0,0.0010887316,0,0.00045433894,0.0008264463,0.000615574,0.00084846426,0,0.00016515277
		old	16	0.00059988,0,0,0.0023898035,0,0.00020661157,0,0.0003393857,0,0.0004954583
		place	16	0.00119976,0,0.0005443658,0.0007966012,0.00045433894,0.00041322314,0,0.00084846426,0,0.00033030554
		plane	16	0,0,0.0005443658,0,0,0.00020661157,0.00307787,0.0006787714,0,0
		radiation	16	0,0.00052882073,0,0,0,0,0.0036934442,0.0003393857,0,0.00016515277
		valley	16	0.00119976,0,0.0038105608,0,0.0018173557,0.00041322314,0,0.00016969285,0,0
		1985	15	0,0,0,0,0,0.0030991735,0,0,0,0
		apparently	15	0.00059988,0.00052882073,0,0.00053106743,0.0022716946,0.00020661157,0.000615574,0,0.00077669905,0.00016515277
		city	15	0,0,0.0016330974,0,0.0009086779,0.00020661157,0.000615574,0.0003393857,0.00038834952,0.0006606111
		decided	15	0,0,0,0.0007966012,0,0,0.001231148,0.00016969285,0.00038834952,0.0009909166
		dna	15	0,0,0,0,0,0,0,0,0.0058252425,0
		driving	15	0.00059988,0,0,0,0,0.0006198347,0,0,0.00077669905,0.0014863749
		event	15	0,0.0015864621,0,0.00053106743,0.0018173557,0.00020661157,0.000307787,0.00016969285,0,0.0004954583
		feel	15	0,0,0,0.0015932024,0,0.00020661157,0,0.0013575428,0,0
		godfrey	15	0.0089982,0,0,0,0,0,0,0,0,0
		good	15	0,0,0.0005443658,0.0010621349,0.00045433894,0.00020661157,0.000615574,0.00084846426,0.00038834952,0
		group	15	0.00119976,0,0.0016330974,0,0,0.00041322314,0,0,0.0031067962,0
		shape	15	0.00059988,0,0.002721829,0,0,0.00041322314,0.000307787,0.00016969285,0,0.00082576385
		son	15	0,0,0,0,0.00045433894,0.0016528926,0,0.00016969285,0,0.00082576385
		space	15	0,0,0,0,0,0.0006198347,0.00092336105,0.0003393857,0.00038834952,0.0009909166
		bit	14	0,0,0,0.00026553372,0.00045433894,0.00041322314,0,0.0003393857,0.00077669905,0.0009909166
		chalker	14	0,0,0,0,0,0,0,0,0.005436893,0
		contact	14	0.00059988,0.0010576415,0,0.00026553372,0,0,0.0018467221,0.0003393857,0.00077669905,0
		control	14	0,0,0.0005443658,0.00026553372,0,0.00020661157,0.00092336105,0.00084846426,0,0.0004954583
		film	14	0,0.00052882073,0,0,0,0.00020661157,0,0.0020363142,0,0
		happened	14	0.00059988,0,0,0,0,0.0010330578,0.0018467221,0.00016969285,0.00038834952,0
		images	14	0.00059988,0.004230566,0.0005443658,0,0,0,0.000307787,0.00016969285,0.00038834952,0.00016515277
		knew	14	0.0017996401,0,0,0.00026553372,0,0.00020661157,0.000615574,0.0010181571,0.00038834952,0
		life	14	0,0.0010576415,0.0005443658,0.0010621349,0,0.00041322314,0.000615574,0.0003393857,0.00038834952,0
		make	14	0.00119976,0,0.0010887316,0.00053106743,0,0.00041322314,0.00092336105,0.0003393857,0,0.00016515277
		mom	14	0,0,0,0.003717472,0,0,0,0,0,0
		morning	14	0.00119976,0,0,0.0007966012,0,0.00020661157,0,0.00084846426,0.0011650486,0
		real	14	0.00119976,0,0.0005443658,0.00026553372,0.0009086779,0.0008264463,0,0.0003393857,0,0.00033030554
		say	14	0,0,0.0005443658,0.0013276687,0.0009086779,0,0,0.0010181571,0,0
		site	14	0.00059988,0.003701745,0.0005443658,0,0.00045433894,0,0,0.00016969285,0.00038834952,0.00033030554
		state	14	0,0,0,0,0.0009086779,0.001446281,0,0.00084846426,0,0
		turned	14	0.00059988,0,0,0.0007966012,0,0.0010330578,0.000615574,0.00050907856,0,0
		year	14	0.00059988,0,0.0005443658,0.0010621349,0.00045433894,0.00041322314,0,0.0003393857,0.00038834952,0.00033030554
		1987	13	0,0,0,0,0,0.00020661157,0,0.0020363142,0,0
		1989	13	0,0,0,0,0,0,0,0,0,0.0021469858
		able	13	0,0.00052882073,0.0005443658,0.0007966012,0,0.00020661157,0,0.0003393857,0.00038834952,0.0006606111
		anchorage	13	0,0,0,0,0,0,0.00307787,0.00050907856,0,0
		body	13	0,0,0,0.00053106743,0,0.0006198347,0,0.0003393857,0,0.0009909166
		color	13	0,0,0,0.00026553372,0,0,0.000307787,0.0006787714,0.00077669905,0.00082576385
		different	13	0.00119976,0,0.0005443658,0,0,0.0008264463,0.000615574,0.00016969285,0,0.0004954583
		disc	13	0.00119976,0,0,0,0,0,0,0.0003393857,0,0.0014863749
		evidence	13	0.00119976,0.0010576415,0,0,0.00045433894,0.00020661157,0,0.0003393857,0.0019417476,0
		half	13	0,0,0,0.00026553372,0,0.0008264463,0.000615574,0.00050907856,0.00038834952,0.00033030554
		hudson	13	0,0,0.0038105608,0,0.0018173557,0.00041322314,0,0,0,0
		huge	13	0,0.00052882073,0,0.00026553372,0.00045433894,0.0006198347,0,0,0,0.0011560693
		jal	13	0,0,0,0,0,0,0.0036934442,0.00016969285,0,0
		local	13	0.00119976,0,0,0.00026553372,0.00045433894,0.0006198347,0.000615574,0,0.00038834952,0.0004954583
		miles	13	0.00059988,0,0,0,0.00045433894,0.00020661157,0.002462296,0.00016969285,0,0.00016515277
		observed	13	0,0.00052882073,0,0,0,0.001446281,0,0.0006787714,0,0.00016515277
		officer	13	0.00119976,0,0,0,0,0.00020661157,0.0018467221,0,0,0.0006606111
		provided	13	0,0.004230566,0.0005443658,0,0.00045433894,0,0,0.0003393857,0.00038834952,0
		really	13	0.00059988,0,0.0005443658,0.00026553372,0.0009086779,0.0006198347,0,0.0006787714,0.00038834952,0
		saucer	13	0.00059988,0,0,0.0010621349,0,0,0,0.00050907856,0,0.00082576385
		soon	13	0,0,0,0.0010621349,0.00045433894,0.0008264463,0.000307787,0,0.00038834952,0.00033030554
		source	13	0,0,0,0.00026553372,0.0013630168,0.0006198347,0.000615574,0.0006787714,0,0
		times	13	0,0,0.0010887316,0.00026553372,0.00045433894,0.0006198347,0.000307787,0.00050907856,0.00038834952,0.00016515277
		voice	13	0,0,0,0.0013276687,0.00045433894,0,0.000615574,0.00084846426,0,0
		wants	13	0,0.003701745,0.0005443658,0,0,0.0006198347,0,0.00016969285,0.00038834952,0
		watched	13	0,0,0,0,0,0.0016528926,0,0.0006787714,0,0.00016515277
		york	13	0,0,0.0005443658,0.00026553372,0.0040890505,0.00041322314,0,0,0,0
		account	12	0,0.00052882073,0.0005443658,0.00026553372,0,0.00020661157,0,0.00050907856,0.00038834952,0.0006606111
		bed	12	0,0,0,0.00026553372,0.00045433894,0,0,0.00050907856,0.0027184465,0
		connecticut	12	0,0,0.0010887316,0,0,0.0020661156,0,0,0,0
		creature	12	0,0,0,0,0,0.00020661157,0,0.0018666214,0,0
		creatures	12	0.00059988,0,0,0,0.0009086779,0,0,0.0013575428,0,0.00016515277
		disappeared	12	0,0,0,0.00026553372,0.0009086779,0.00020661157,0.000307787,0.0003393857,0.00038834952,0.0006606111
		dog	12	0.00059988,0,0,0.0013276687,0.00045433894,0.0006198347,0,0,0.00038834952,0.00016515277
		entry	12	0,0.003701745,0.0005443658,0,0,0,0.000615574,0,0.00038834952,0.00016515277
		events	12	0.0035992803,0.00052882073,0,0.00026553372,0,0,0.000615574,0.00016969285,0,0.00016515277
		face	12	0,0,0,0.00053106743,0.0009086779,0,0.000615574,0.00050907856,0.0011650486,0
		including	12	0.00119976,0,0.0005443658,0,0.0018173557,0,0,0,0.00077669905,0.0004954583
		indian	12	0,0,0.0010887316,0,0.004543389,0,0,0,0,0
		man	12	0.00059988,0,0,0.00026553372,0,0.0008264463,0,0.00016969285,0,0.00082576385
		members	12	0,0.003701745,0.0005443658,0,0,0,0,0,0.00077669905,0.00033030554
		notice	12	0,0.003701745,0.0005443658,0.00053106743,0,0,0,0,0.00077669905,0
		nuclear	12	0,0,0.0005443658,0,0.0036347115,0,0,0,0.00038834952,0.00033030554
		outside	12	0.00119976,0,0,0.0007966012,0.0009086779,0.00020661157,0.000615574,0.00016969285,0,0.00016515277
		permission	12	0.00059988,0.003701745,0.0005443658,0,0,0,0.000307787,0,0.00077669905,0
		photo	12	0,0,0,0,0,0.00041322314,0.000307787,0.00118785,0,0.00033030554
		remember	12	0,0,0,0.0013276687,0,0,0.000307787,0.00050907856,0,0.0004954583
		removed	12	0.00059988,0.003701745,0.0010887316,0,0,0,0,0,0.00077669905,0
		second	12	0.00059988,0,0.0010887316,0,0,0.0006198347,0.001538935,0.00016969285,0,0
		seeing	12	0.0017996401,0,0.0005443658,0,0.00045433894,0,0.00092336105,0.00016969285,0,0.0004954583
		showed	12	0,0.00052882073,0,0,0.00045433894,0.00020661157,0,0.00050907856,0.0011650486,0.0004954583
		similar	12	0.00119976,0,0.0016330974,0.00026553372,0,0,0.000307787,0.00016969285,0.00038834952,0.0004954583
		square	12	0,0,0.0010887316,0,0,0.00020661157,0.0018467221,0.0003393857,0,0.00016515277
		stopped	12	0.00059988,0,0,0.00026553372,0,0.00041322314,0.00092336105,0.00084846426,0,0
		team	12	0,0,0,0,0,0.00020661157,0,0,0,0.0018166804
		ufos	12	0.00059988,0,0.0005443658,0.00026553372,0.00045433894,0.00020661157,0.001231148,0.0003393857,0,0.00016515277
		visible	12	0,0,0,0,0,0,0.001231148,0,0.00038834952,0.0011560693
		walking	12	0,0,0,0.00026553372,0,0,0,0.0018666214,0,0
		approximately	11	0,0,0,0,0.0009086779,0.001446281,0,0.00016969285,0,0.00016515277
		blond	11	0,0,0,0,0,0,0,0,0.004271845,0
