&#160;	&#160;	Term	Count	Trend
		profit	1	0.006134969,0
		provided	1	0.006134969,0
		purposes	1	0.006134969,0
		reach	1	0,0.0010638298
		regarding	1	0,0.0010638298
		released	1	0,0.0010638298
		removed	1	0.006134969,0
		replay	1	0,0.0010638298
		reported	1	0,0.0010638298
		reporting	1	0,0.0010638298
		result	1	0,0.0010638298
		return	1	0,0.0010638298
		review	1	0,0.0010638298
		rotary	1	0,0.0010638298
		ruled	1	0,0.0010638298
		scotland	1	0,0.0010638298
		search	1	0,0.0010638298
		seat	1	0,0.0010638298
		seats	1	0,0.0010638298
		section	1	0.006134969,0
		seen	1	0,0.0010638298
		shocked	1	0,0.0010638298
		showed	1	0,0.0010638298
		shows	1	0,0.0010638298
		silver	1	0,0.0010638298
		similarly	1	0,0.0010638298
		site	1	0.006134969,0
		small	1	0,0.0010638298
		sources	1	0,0.0010638298
		staff	1	0.006134969,0
		sure	1	0,0.0010638298
		surveillance	1	0,0.0010638298
		suspect	1	0,0.0010638298
		taken	1	0,0.0010638298
		tcas	1	0,0.0010638298
		temperature	1	0,0.0010638298
		that’s	1	0,0.0010638298
		thermal	1	0,0.0010638298
		thought	1	0,0.0010638298
		thousand	1	0,0.0010638298
		tower	1	0,0.0010638298
		tower.a320	1	0,0.0010638298
		traces	1	0,0.0010638298
		transcript	1	0,0.0010638298
		travel	1	0,0.0010638298
		ufoglasgow	1	0,0.0010638298
		uk	1	0,0.0010638298
		understood	1	0,0.0010638298
		unit	1	0,0.0010638298
		varies.approach	1	0,0.0010638298
		vicinity	1	0,0.0010638298
		video	1	0.006134969,0
		viewpoints	1	0.006134969,0
		wants	1	0.006134969,0
