&#160;	&#160;	Term	Count	Trend
		man	29	0.0008830802,0,0.0035103115,0,0.0007942812,0.0015775133,0.00043563492,0
		speed	29	0,0.0016806723,0,0.001121705,0.0037066455,0.0004302309,0.0015247223,0.00033512065
		material	28	0,0.004201681,0.007020623,0,0,0.0004302309,0.00087126985,0
		officer	28	0.00017661604,0,0,0,0.0010590416,0.002007744,0.0015247223,0.0006702413
		radar	28	0,0,0,0,0.006089489,0,0.00043563492,0.0010053619
		years	28	0.0014129283,0.0016806723,0.0017551557,0.0016825575,0.0005295208,0.001003872,0,0.0006702413
		began	26	0.00070646417,0.0016806723,0.0013163668,0.0005608525,0.0013238019,0.0008604618,0.00043563492,0.0010053619
		cooper	26	0.004592017,0,0,0,0,0,0,0
		reported	26	0.0005298481,0.00084033614,0,0.001121705,0.0029123642,0.0004302309,0.00043563492,0.0013404826
		reports	26	0.0008830802,0,0,0.00224341,0.0010590416,0.0007170515,0.00043563492,0.0020107238
		1957	25	0.00035323208,0,0,0.0005608525,0,0.002868206,0.00043563492,0
		copyright	25	0,0.0033613446,0.007020623,0,0.0002647604,0,0.00087126985,0
		ground	25	0.0008830802,0.00084033614,0,0.003365115,0.0018533227,0.0004302309,0.00021781746,0.0006702413
		miles	25	0.00017661604,0.00084033614,0,0.0005608525,0.0026476039,0.001003872,0.00087126985,0.00033512065
		sightings	25	0.00035323208,0,0,0.0039259675,0.0005295208,0.0005736412,0.0006534524,0.0023458444
		called	24	0.00017661604,0.00084033614,0.00087757787,0.001121705,0.0015885624,0.0007170515,0.0013069048,0.00033512065
		island	24	0,0,0,0,0,0,0.0050098016,0.00033512065
		night	24	0.00017661604,0.00084033614,0,0,0.0015885624,0.002007744,0.00021781746,0.00033512065
		owner	24	0,0.0033613446,0.007020623,0,0,0,0.00087126985,0
		pilot	24	0.0008830802,0,0,0,0.0050304476,0,0,0
		small	24	0.0008830802,0.0033613446,0,0,0.0005295208,0.001434103,0.00043563492,0.00033512065
		went	24	0.00035323208,0,0,0.0028042626,0.0010590416,0.0002868206,0.0021781747,0.00033512065
		benton	23	0,0,0,0,0.006089489,0,0,0
		incident	23	0.00035323208,0.00084033614,0.0013163668,0.001121705,0,0.001003872,0.0013069048,0.0006702413
		people	23	0.0010596962,0,0.0021939448,0.0005608525,0.0002647604,0.0008604618,0.0006534524,0.00033512065
		sky	23	0.00017661604,0,0,0.001121705,0.0013238019,0.0005736412,0.00087126985,0.0023458444
		car	22	0.00035323208,0,0,0.0005608525,0,0.0015775133,0.00087126985,0.0013404826
		crash	22	0.0017661604,0.006722689,0,0,0,0.0001434103,0,0.0010053619
		minutes	22	0.0005298481,0.00084033614,0,0.0005608525,0.0007942812,0.0005736412,0.00087126985,0.0020107238
		appeared	21	0.00035323208,0,0.00043878893,0.0005608525,0.0013238019,0.0007170515,0.00087126985,0.0010053619
		area	21	0.0008830802,0.00084033614,0,0.00224341,0.0005295208,0.0008604618,0.00021781746,0.0006702413
		away	21	0.00035323208,0,0.00087757787,0,0.0007942812,0.0011472824,0.0010890873,0.00033512065
		bright	21	0.0005298481,0,0,0.0005608525,0.0018533227,0.0005736412,0.00043563492,0.0013404826
		city	21	0.0014129283,0.0016806723,0,0,0.0002647604,0.0004302309,0,0.0023458444
		details	21	0.0008830802,0.0016806723,0.0013163668,0,0.0010590416,0.0002868206,0.0006534524,0.0006702413
		got	21	0.00017661604,0,0,0.0016825575,0.0015885624,0.0008604618,0.00087126985,0.00033512065
		shaped	21	0.0012363122,0.00084033614,0.00043878893,0.0016825575,0.0005295208,0.0004302309,0.00043563492,0.0006702413
		taken	21	0.0014129283,0.0016806723,0.00087757787,0,0.0005295208,0.0002868206,0.00043563492,0.0010053619
		government	20	0.00070646417,0.0016806723,0,0.001121705,0.0013238019,0.0005736412,0.00021781746,0.0006702413
		left	20	0.00017661604,0,0,0,0.0002647604,0.0012906927,0.00087126985,0.0016756032
		near	20	0.0005298481,0.00084033614,0,0.0005608525,0.0010590416,0.0011472824,0.00043563492,0.00033512065
		unusual	20	0.00017661604,0,0.00087757787,0,0.0013238019,0.001003872,0.00043563492,0.0010053619
		day	19	0.0010596962,0.00084033614,0.00087757787,0,0.0007942812,0.0007170515,0.00021781746,0.00033512065
		days	19	0.00035323208,0,0,0,0.0002647604,0.0007170515,0.0019603572,0.0006702413
		encounter	19	0.0014129283,0,0.00087757787,0.00224341,0.0002647604,0.0002868206,0.00021781746,0.00033512065
		fowler	19	0,0.004201681,0,0,0,0.002007744,0,0
		minot	19	0.0033557047,0,0,0,0,0,0,0
		new	19	0.0008830802,0,0.00043878893,0.0005608525,0.0002647604,0.0001434103,0.00021781746,0.0030160858
		train	19	0,0,0,0.0016825575,0,0,0.0034850794,0
		behind	18	0.00017661604,0,0,0,0.0021180832,0.0001434103,0.0017425397,0
		come	18	0.00017661604,0.0016806723,0.00043878893,0.0016825575,0,0.0002868206,0.0015247223,0.0006702413
		copyrighted	18	0,0.0025210085,0.0052654673,0,0,0,0.0006534524,0
		didn	18	0.0014129283,0,0,0,0,0,0.0021781747,0
		fair	18	0,0.0025210085,0.0052654673,0,0,0,0.0006534524,0
		know	18	0.00035323208,0.00084033614,0.00043878893,0.0005608525,0.0007942812,0.0004302309,0.0013069048,0.00033512065
		large	18	0.0005298481,0.00084033614,0.00087757787,0,0.0007942812,0.0007170515,0.00043563492,0.0006702413
		north	18	0.0008830802,0,0,0.001121705,0.0002647604,0.0008604618,0.00087126985,0
		photographs	18	0.0005298481,0,0,0,0.0005295208,0.0007170515,0.0015247223,0.00033512065
		sight	18	0.00035323208,0,0.00043878893,0.0005608525,0.0005295208,0.0004302309,0.00043563492,0.0023458444
		took	18	0.0010596962,0,0,0.0005608525,0.0010590416,0.0002868206,0,0.0016756032
		top	18	0.00070646417,0,0,0.00224341,0.0002647604,0.0008604618,0.00043563492,0.00033512065
		1954	17	0.00017661604,0,0.006143045,0,0,0.0002868206,0,0
		articles	17	0,0.0016806723,0.0048266784,0,0,0.0001434103,0.0006534524,0
		going	17	0.00035323208,0,0,0.0005608525,0.0007942812,0.0005736412,0.0013069048,0.00033512065
		known	17	0.0008830802,0.0025210085,0.00043878893,0.0005608525,0.0007942812,0.0004302309,0,0.00033512065
		long	17	0.0008830802,0.0016806723,0.00043878893,0.001121705,0,0.0005736412,0.00043563492,0.00033512065
		looked	17	0.00017661604,0,0,0.0016825575,0.0018533227,0.0007170515,0.00021781746,0
		ministry	17	0,0,0,0,0.0002647604,0.001434103,0.0013069048,0
		officers	17	0.00017661604,0,0,0,0.0002647604,0.0007170515,0.0017425397,0.0006702413
		official	17	0.00017661604,0.0016806723,0,0,0.0005295208,0.0007170515,0.0010890873,0.0006702413
		right	17	0.00017661604,0,0.00043878893,0.0005608525,0.0002647604,0.0007170515,0.0015247223,0.00033512065
		site	17	0.00035323208,0.0025210085,0.0026327337,0.0005608525,0,0.0001434103,0.00021781746,0.0010053619
		target	17	0,0,0,0,0.0042361664,0,0.00021781746,0
		way	17	0.00070646417,0,0,0.0016825575,0.0002647604,0.0005736412,0.0006534524,0.0006702413
		aircraft	16	0.0012363122,0.0025210085,0,0,0.0007942812,0.0001434103,0,0.0006702413
		disappeared	16	0.00035323208,0.00084033614,0.00043878893,0.0005608525,0.0005295208,0.0007170515,0.00043563492,0.0006702413
		following	16	0.00070646417,0.00084033614,0.00043878893,0,0.0005295208,0.0007170515,0.0006534524,0
		group	16	0.00070646417,0.00084033614,0,0.00224341,0.0002647604,0.0001434103,0.0006534524,0.0006702413
		levelland	16	0,0,0,0,0,0.0022945649,0,0
		look	16	0.0005298481,0.0025210085,0,0.001121705,0.0005295208,0.0005736412,0.00021781746,0.00033512065
		make	16	0.00017661604,0.00084033614,0.0013163668,0,0.0005295208,0.0005736412,0.00087126985,0.00033512065
		members	16	0.00017661604,0.0025210085,0.0021939448,0,0,0.0004302309,0.00043563492,0.0006702413
		missile	16	0.0024726244,0,0,0,0.0002647604,0,0,0.00033512065
		mrs	16	0.0008830802,0,0,0.001121705,0,0.0011472824,0,0.00033512065
		original	16	0.00035323208,0.00084033614,0.0017551557,0,0.0002647604,0.0007170515,0.0006534524,0
		photos	16	0.0015895444,0,0,0,0,0,0.0015247223,0
		raf	16	0,0,0,0,0.003971406,0.0001434103,0,0
		red	16	0.00070646417,0.00084033614,0,0,0.0005295208,0.0011472824,0,0.00033512065
		stopped	16	0.00017661604,0,0,0,0.0021180832,0.0005736412,0.00021781746,0.0006702413
		things	16	0.00070646417,0,0,0,0.0002647604,0.0002868206,0.0019603572,0
		white	16	0,0,0.00087757787,0.00224341,0.0007942812,0.0002868206,0.0006534524,0.0006702413
		wing	16	0.0022960084,0.00084033614,0,0,0.0002647604,0.0001434103,0,0
		aboard	15	0.00017661604,0,0,0,0.0002647604,0,0.0028316271,0
		captain	15	0,0,0,0,0.0013238019,0.0001434103,0.0017425397,0.00033512065
		east	15	0.00017661604,0,0,0,0.0018533227,0.0002868206,0.0010890873,0
		engine	15	0,0,0,0,0.0005295208,0.001003872,0.0013069048,0
		events	15	0,0.00084033614,0,0,0,0.0007170515,0,0.0030160858
		information	15	0.0012363122,0.00084033614,0,0.001121705,0.0002647604,0.0004302309,0.00021781746,0
		kind	15	0.00017661604,0,0.00087757787,0,0,0.0007170515,0.0010890873,0.0006702413
		robinson	15	0,0,0,0,0,0.001434103,0.0010890873,0
		thought	15	0,0.00084033614,0,0.0005608525,0.0007942812,0.0008604618,0.00021781746,0.0010053619
		turned	15	0.0005298481,0,0.0013163668,0,0.0007942812,0.0002868206,0.00043563492,0.0006702413
		1950	14	0.0024726244,0,0,0,0,0,0,0
		1955	14	0.00035323208,0,0,0.005608525,0,0.0002868206,0,0
		1959	14	0.00017661604,0,0,0,0.0002647604,0,0,0.0040214476
		apparently	14	0.00035323208,0,0,0,0.0015885624,0.0007170515,0.00021781746,0
		believe	14	0.0005298481,0.00084033614,0.0017551557,0.0005608525,0,0.0004302309,0.00021781746,0.00033512065
		botta	14	0.0024726244,0,0,0,0,0,0,0
		commander	14	0.00035323208,0,0,0,0.0013238019,0,0.0015247223,0
		event	14	0.00035323208,0.00084033614,0.0013163668,0,0.0002647604,0,0,0.0023458444
		fighter	14	0.0008830802,0,0,0,0.0021180832,0,0,0.00033512065
		heard	14	0.00035323208,0,0.00043878893,0.0016825575,0.0002647604,0.0005736412,0.00021781746,0.0006702413
		high	14	0.00035323208,0,0,0,0.0010590416,0.0005736412,0.00043563492,0.0006702413
		house	14	0.0005298481,0,0.00087757787,0,0.0002647604,0.001003872,0,0.00033512065
		military	14	0.00070646417,0.004201681,0,0.0005608525,0.0005295208,0,0.00043563492,0
		radio	14	0,0,0,0,0.0002647604,0.0012906927,0.00087126985,0
		soon	14	0.0005298481,0.00084033614,0.00087757787,0.0005608525,0.0002647604,0.0001434103,0.0006534524,0.0006702413
		space	14	0.0015895444,0,0,0,0.0002647604,0.0005736412,0,0
		year	14	0.0010596962,0,0,0.001121705,0,0.0005736412,0.00043563492,0
		1956	13	0,0,0,0.0005608525,0.0031771248,0,0,0
		bridge	13	0,0,0,0,0,0.0004302309,0.0021781747,0
		close	13	0.0005298481,0,0,0,0.0007942812,0.0002868206,0.00087126985,0.00033512065
		crew	13	0.00017661604,0.0025210085,0.00087757787,0,0.0002647604,0.0002868206,0.00087126985,0
		direction	13	0,0,0.00043878893,0.0005608525,0.0007942812,0.0004302309,0.00087126985,0.00033512065
		early	13	0.0008830802,0.0016806723,0.00087757787,0,0.0002647604,0.0002868206,0.00021781746,0
		evidence	13	0.0012363122,0.00084033614,0,0.0005608525,0,0.0004302309,0,0.00033512065
		february	13	0.00017661604,0,0.0017551557,0,0,0.0001434103,0.0010890873,0.0006702413
		film	13	0.0014129283,0,0,0,0,0.0004302309,0.00043563492,0
		given	13	0.00035323208,0,0.00087757787,0.0005608525,0.0002647604,0.0007170515,0.00043563492,0
		green	13	0.00035323208,0,0,0,0,0.0015775133,0,0
		happened	13	0.00017661604,0,0,0,0.0007942812,0.0004302309,0.00087126985,0.0006702413
		home	13	0,0,0.0013163668,0.001121705,0.0002647604,0.001003872,0,0
		metal	13	0.0014129283,0,0,0.0005608525,0.0002647604,0.0004302309,0,0
		moving	13	0,0,0,0.0005608525,0.0005295208,0.0004302309,0.0015247223,0
		president	13	0,0,0.0052654673,0,0,0,0.00021781746,0
		road	13	0.00017661604,0,0,0.0016825575,0.0002647604,0.0011472824,0,0
		saldanha	13	0,0,0,0,0,0,0.0028316271,0
		september	13	0.0010596962,0,0.00043878893,0.0016825575,0,0.0001434103,0,0.0006702413
		size	13	0.00035323208,0,0,0,0.0013238019,0,0.00087126985,0.0006702413
		stated	13	0,0.0016806723,0.00043878893,0.0005608525,0.0005295208,0.0005736412,0.00021781746,0.0006702413
		trent	13	0.0022960084,0,0,0,0,0,0,0
		added	12	0.00035323208,0,0.00087757787,0.001121705,0.0002647604,0.0005736412,0.00021781746,0
		attributed	12	0,0.0016806723,0.0035103115,0,0,0,0.00043563492,0
		became	12	0.0010596962,0,0,0,0,0.0007170515,0.00021781746,0
		bentwaters	12	0,0,0,0,0.0031771248,0,0,0
		diameter	12	0.0008830802,0.00084033614,0,0,0.0005295208,0.0002868206,0.00043563492,0
		explanation	12	0.00017661604,0,0.00087757787,0,0.0005295208,0.0007170515,0,0.0006702413
		hours	12	0.00017661604,0.00084033614,0,0,0.0010590416,0.0001434103,0.00021781746,0.0013404826
		intelligence	12	0,0,0,0.001121705,0.0021180832,0.0002868206,0,0
		irwin	12	0,0,0,0,0,0,0,0.0040214476
		km	12	0,0,0,0,0.0029123642,0,0.00021781746,0
		letter	12	0,0,0.0013163668,0.00224341,0,0.0004302309,0,0.0006702413
		little	12	0.00017661604,0,0.00043878893,0,0.0007942812,0.0005736412,0.0006534524,0
		matter	12	0.00017661604,0,0.0017551557,0.001121705,0,0.0002868206,0.00043563492,0.00033512065
		saucers	12	0.0008830802,0,0.00087757787,0.0005608525,0,0.0005736412,0,0
		say	12	0.0005298481,0,0.00043878893,0,0.0007942812,0.0002868206,0.00043563492,0.00033512065
		seconds	12	0,0,0,0,0.0010590416,0.0004302309,0.0010890873,0
		secret	12	0.00017661604,0.0016806723,0,0.00224341,0.0002647604,0.0004302309,0.00021781746,0
		sent	12	0.00017661604,0.00084033614,0.0013163668,0,0.0002647604,0.0002868206,0.00087126985,0
		shot	12	0,0,0,0.001121705,0.0002647604,0.0007170515,0.00087126985,0
		show	12	0.0008830802,0,0,0.001121705,0.0005295208,0,0,0.0010053619
		times	12	0.00035323208,0,0,0,0.0015885624,0.0004302309,0.00021781746,0
		trip	12	0,0,0.0030715226,0.0005608525,0,0.0001434103,0.0006534524,0
		u.s	12	0.00035323208,0,0,0.00224341,0.0007942812,0.0002868206,0.00021781746,0
		unknown	12	0.0005298481,0.0016806723,0,0,0.0005295208,0.0002868206,0,0.0010053619
		used	12	0.0005298481,0,0,0.0005608525,0,0.0004302309,0.0010890873,0
		war	12	0.0008830802,0,0.00043878893,0,0,0.0005736412,0.00043563492,0
		wardle	12	0,0,0,0,0,0.0017209236,0,0
		watched	12	0,0,0,0.001121705,0.0002647604,0.0005736412,0.00021781746,0.0013404826
		web	12	0,0.0016806723,0.0035103115,0,0,0,0.00043563492,0
		1958	11	0.00070646417,0,0,0,0,0,0.0015247223,0
		able	11	0.0005298481,0,0,0,0.0005295208,0.0001434103,0.0010890873,0
		account	11	0.00070646417,0.00084033614,0,0.001121705,0.0002647604,0.0004302309,0,0
		afb	11	0.0014129283,0.00084033614,0,0,0.0002647604,0,0,0.00033512065
		asked	11	0,0,0.00043878893,0,0.0005295208,0.0005736412,0.00043563492,0.0006702413
		changed	11	0.0005298481,0,0,0,0.0007942812,0.0001434103,0.0006534524,0.00033512065
		color	11	0.00017661604,0.00084033614,0,0,0.0002647604,0.0005736412,0.00043563492,0.0006702413
		command	11	0.0014129283,0.00084033614,0,0,0.0002647604,0,0.00021781746,0
		control	11	0.00070646417,0,0,0,0.0007942812,0.0001434103,0.00021781746,0.0006702413
		different	11	0.0005298481,0,0.00043878893,0,0.0005295208,0.0007170515,0,0
		distance	11	0.00070646417,0,0.00043878893,0,0.0007942812,0.0001434103,0.00043563492,0
		end	11	0.00035323208,0,0,0,0,0.0004302309,0.00087126985,0.0006702413
		evening	11	0.0005298481,0,0.0026327337,0,0,0,0,0.0006702413
		flight	11	0.00035323208,0.0016806723,0,0.0005608525,0.0010590416,0,0.00021781746,0.00033512065
		frightened	11	0,0,0,0,0.0002647604,0.0011472824,0.00021781746,0.00033512065
		interviewed	11	0,0,0,0.001121705,0.0002647604,0,0.00043563492,0.0020107238
		january	11	0.0005298481,0,0,0.001121705,0,0,0.0013069048,0
		kept	11	0.0008830802,0,0,0.001121705,0,0.0001434103,0.0006534524,0
		life	11	0.0005298481,0,0.00043878893,0,0.0005295208,0.0007170515,0,0
		months	11	0.0014129283,0,0.00043878893,0,0.0002647604,0,0,0.00033512065
		p.m	11	0,0,0.00043878893,0,0.0010590416,0.0002868206,0.00043563492,0.0006702413
		papua	11	0,0,0,0,0,0,0,0.003686327
		permission	11	0.00017661604,0.00084033614,0.0017551557,0.0005608525,0,0.0001434103,0.0006534524,0
		received	11	0.00035323208,0,0,0.0005608525,0,0.001003872,0.00021781746,0
		released	11	0.00017661604,0.00084033614,0.00043878893,0,0.0002647604,0.0004302309,0.00021781746,0.0010053619
		research	11	0.00017661604,0,0.00043878893,0.0016825575,0,0.0002868206,0.00021781746,0.0010053619
		russell	11	0,0,0,0.0061693774,0,0,0,0
		second	11	0.00017661604,0,0,0.001121705,0.0005295208,0.0005736412,0.00043563492,0
		section	11	0,0.00084033614,0.0021939448,0,0.0005295208,0.0002868206,0.00021781746,0
		visit	11	0,0,0.00087757787,0,0,0.0005736412,0.0010890873,0
		according	10	0.00017661604,0,0,0.0005608525,0.0007942812,0.0005736412,0.00021781746,0
		analysis	10	0.0005298481,0,0.00043878893,0,0,0.0007170515,0,0.00033512065
		arrived	10	0.0005298481,0,0,0.0005608525,0.0002647604,0.0002868206,0.00043563492,0.00033512065
		center	10	0.00035323208,0,0,0,0.0002647604,0.0002868206,0,0.0016756032
		continued	10	0.0005298481,0.00084033614,0.00043878893,0,0.0005295208,0,0.00021781746,0.0006702413
		december	10	0.00070646417,0.00084033614,0,0,0,0.0005736412,0,0.00033512065
		decided	10	0.00070646417,0.00084033614,0,0,0,0.0004302309,0.00043563492,0
		dimmick	10	0.0017661604,0,0,0,0,0,0,0
		dog	10	0.00017661604,0,0,0.001121705,0,0.001003872,0,0
		edwards	10	0.00070646417,0,0.0021939448,0,0,0,0.00021781746,0
		finally	10	0,0,0,0,0,0.0005736412,0.00087126985,0.0006702413
		flew	10	0.00017661604,0,0,0,0.0002647604,0.0002868206,0.0010890873,0.00033512065
		forward	10	0,0.0016806723,0,0.0005608525,0.0005295208,0.0005736412,0.00021781746,0
		glowing	10	0,0,0,0.0005608525,0,0.0011472824,0,0.00033512065
		hovered	10	0,0.00084033614,0.00043878893,0.0005608525,0.0002647604,0.0002868206,0.00043563492,0.0006702413
		including	10	0.00017661604,0,0.00043878893,0,0.0005295208,0.0002868206,0.0006534524,0.00033512065
		listed	10	0.00017661604,0.00084033614,0.0021939448,0.0005608525,0,0,0.00021781746,0.00033512065
		lit	10	0,0,0,0,0.0002647604,0.0007170515,0.00043563492,0.0006702413
		looking	10	0.0005298481,0.00084033614,0.00043878893,0,0.0002647604,0.0001434103,0.00043563492,0.00033512065
		mile	10	0.00017661604,0,0,0,0.0002647604,0.0002868206,0.0013069048,0
		mission	10	0.0005298481,0.00084033614,0.00043878893,0,0,0,0.00021781746,0.0013404826
		negatives	10	0,0,0,0,0,0,0.0021781747,0
		nicap	10	0.00035323208,0,0,0,0.0005295208,0.0008604618,0,0
		note	10	0.00035323208,0,0,0,0,0.0002868206,0.00021781746,0.0016756032
		noticed	10	0,0,0,0,0.0002647604,0.0005736412,0.0006534524,0.0006702413
		october	10	0.0005298481,0,0,0.0016825575,0,0,0.00087126985,0
		paper	10	0.00017661604,0,0,0,0,0.0007170515,0.00043563492,0.0006702413
		photo	10	0.00017661604,0,0,0,0.0005295208,0.0005736412,0.0006534524,0
		plane	10	0.00035323208,0.0016806723,0,0,0.0002647604,0.0004302309,0,0.0006702413
		possible	10	0.00035323208,0,0,0,0.0005295208,0.0002868206,0.00021781746,0.0010053619
		senator	10	0,0,0,0.005608525,0,0,0,0
		source	10	0.00070646417,0,0.00043878893,0.0005608525,0.0002647604,0.0004302309,0,0
		spotted	10	0.00017661604,0.0016806723,0,0.0016825575,0.0005295208,0.0001434103,0.00021781746,0
		strategic	10	0.0017661604,0,0,0,0,0,0,0
		tracks	10	0,0,0.00043878893,0.0005608525,0,0,0.0017425397,0
		truck	10	0,0,0,0,0.0013238019,0.0007170515,0,0
		west	10	0,0,0,0.0005608525,0.0013238019,0.0002868206,0.00043563492,0
		almirante	9	0,0,0,0,0,0,0.0019603572,0
		america	9	0.0014129283,0,0,0,0,0.0001434103,0,0
		beyond	9	0.00017661604,0.0016806723,0.0017551557,0,0,0.0001434103,0.00021781746,0
		black	9	0,0.00084033614,0,0.0005608525,0,0.001003872,0,0
		coast	9	0.0005298481,0,0,0,0,0.0002868206,0.00087126985,0
		couldn	9	0.00035323208,0,0.00043878893,0.0005608525,0.0007942812,0,0.00043563492,0
		course	9	0.00017661604,0,0,0,0.0007942812,0.0001434103,0.00087126985,0
		defense	9	0.00070646417,0,0,0,0.0005295208,0.0002868206,0,0.00033512065
		described	9	0.00035323208,0,0.00043878893,0.001121705,0,0.0004302309,0,0.00033512065
		don	9	0.00017661604,0.00084033614,0,0.001121705,0.0007942812,0,0.00043563492,0
		duty	9	0.00017661604,0.00084033614,0,0,0.0010590416,0.0001434103,0,0.0006702413
		fogl	9	0,0,0,0,0,0.0012906927,0,0
		good	9	0.00017661604,0,0,0,0,0.0008604618,0.00021781746,0.00033512065
		great	9	0.0005298481,0.0016806723,0.00043878893,0,0.0002647604,0.0001434103,0,0.00033512065
		hoax	9	0.0005298481,0.00084033614,0,0,0,0.0005736412,0,0.00033512065
		hovering	9	0.00017661604,0,0.00043878893,0.0005608525,0,0.0002868206,0.00021781746,0.0010053619
		images	9	0.0005298481,0.00084033614,0.0017551557,0,0,0,0.00021781746,0
		immediately	9	0.00017661604,0.00084033614,0.0017551557,0,0,0,0.00021781746,0.0006702413
		inside	9	0.0005298481,0.0016806723,0,0,0,0.0002868206,0.00021781746,0.00033512065
		investigation	9	0.0005298481,0.00084033614,0.00043878893,0,0,0.0001434103,0.00021781746,0.0006702413
		july	9	0.00070646417,0,0,0.0005608525,0.0002647604,0.0001434103,0,0.0006702413
		june	9	0.0008830802,0,0.00043878893,0,0,0,0,0.0010053619
		lakenheath	9	0,0,0,0,0.0023828435,0,0,0
		leave	9	0,0.0016806723,0,0,0,0.0001434103,0.0006534524,0.0010053619
		news	9	0,0,0.0013163668,0.0016825575,0,0.0004302309,0,0
		noise	9	0,0,0.00043878893,0.001121705,0.0002647604,0.0004302309,0.00043563492,0
