&#160;	&#160;	Term	Count	Trend
		mr	28	0,0.0007215007,0,0.0045941807,0,0.00076804915,0.0016381507,0.00034199728
		ronnie	28	0,0,0,0.010719755,0,0,0,0
		type	28	0,0.0007215007,0.00016412276,0.0003828484,0.0007140307,0.002764977,0,0.00034199728
		ufos	28	0.00025906737,0.0007215007,0,0.0003828484,0.0014280614,0.00015360983,0.0018201674,0.00068399456
		high	27	0,0.0007215007,0.0009847366,0.0019142419,0.00095204095,0.0004608295,0.00054605026,0.00034199728
		house	27	0.00051813474,0,0.0003282455,0.0011485452,0.00035701535,0.000921659,0.0018201674,0.00034199728
		stopped	27	0.0018134716,0.0007215007,0.00016412276,0.0003828484,0.00023801024,0.000921659,0.0012741173,0.00068399456
		1967	26	0,0,0,0,0.00011900512,0.0038402458,0,0
		according	26	0,0,0.0022977188,0.0007656968,0.0007140307,0.00015360983,0,0.0010259917
		eye	26	0,0,0,0,0.0022610973,0.000921659,0,0.00034199728
		eyes	26	0.00051813474,0,0,0,0.00023801024,0.0012288786,0.0023662178,0.00034199728
		officer	26	0.0025906735,0.0007215007,0.0004923683,0.0011485452,0.0005950256,0.00015360983,0.00054605026,0
		people	26	0,0.0007215007,0.000656491,0.0003828484,0.00023801024,0.0021505377,0.000728067,0
		secret	26	0,0,0,0,0.0010710461,0.001843318,0,0.0017099864
		animal	25	0,0,0,0,0.00023801024,0.002764977,0.0009100837,0
		dome	25	0,0,0,0,0,0.0006144393,0.0038223516,0
		long	25	0.00025906737,0,0.0009847366,0.0007656968,0.0011900512,0,0.00018201675,0.0017099864
		moving	25	0.00025906737,0.0007215007,0.0004923683,0.0003828484,0,0.0004608295,0.0023662178,0.0010259917
		sky	25	0.002072539,0,0.0008206138,0,0.0005950256,0.0004608295,0.00054605026,0.00034199728
		aircraft	24	0.00025906737,0,0.0024618416,0,0.00035701535,0,0.0009100837,0
		crane	24	0,0,0,0,0,0.003686636,0,0
		encounter	24	0.00025906737,0.0007215007,0,0,0.0017850768,0.0006144393,0.00054605026,0
		information	24	0.00051813474,0.0007215007,0.0008206138,0,0.0013090563,0,0.00018201675,0.0013679891
		objects	24	0.0015544042,0,0.0003282455,0,0.00035701535,0.0006144393,0.0016381507,0
		taken	24	0.00025906737,0.0021645022,0.00016412276,0,0.0007140307,0.00030721966,0.0003640335,0.0030779755
		use	24	0.0007772021,0,0,0,0.0023801024,0,0.00018201675,0
		1969	23	0,0,0.00016412276,0,0.0005950256,0.00015360983,0.0009100837,0.00376197
		beings	23	0,0,0,0,0.00047602048,0.00076804915,0.000728067,0.0034199727
		book	23	0.00025906737,0,0.0014771048,0.0019142419,0.00035701535,0,0.0009100837,0
		claimed	23	0,0.0014430014,0.0016412276,0.0003828484,0.00023801024,0.0012288786,0,0
		continued	23	0.00051813474,0.0007215007,0.000656491,0.0003828484,0.00023801024,0.000921659,0.0012741173,0
		described	23	0.0010362695,0,0.0008206138,0.0007656968,0.0008330358,0.0006144393,0.00018201675,0
		disappeared	23	0.0010362695,0,0.0009847366,0.0003828484,0.00047602048,0.00015360983,0.0009100837,0.00068399456
		event	23	0,0,0.0003282455,0.0003828484,0.0008330358,0.00076804915,0.00018201675,0.0023939807
		explanation	23	0.0015544042,0,0.001312982,0.0003828484,0.0007140307,0.00015360983,0.00018201675,0
		north	23	0.002331606,0.0014430014,0.0003282455,0.0015313936,0.00023801024,0.00030721966,0.0003640335,0
		thought	23	0.00025906737,0.0014430014,0.001312982,0.0026799387,0.00011900512,0.00030721966,0.0003640335,0
		turned	23	0.0015544042,0,0.0004923683,0.0019142419,0.00035701535,0.0004608295,0.00054605026,0
		april	22	0,0.0007215007,0.0029542097,0,0.00011900512,0,0.00018201675,0.00034199728
		blue	22	0,0,0.001312982,0.0015313936,0.00047602048,0,0.0009100837,0.00034199728
		come	22	0.00051813474,0.0007215007,0.00016412276,0.0003828484,0.0014280614,0.0004608295,0.0003640335,0
		military	22	0,0,0.0008206138,0,0.0016660716,0.00015360983,0,0.00068399456
		old	22	0,0.0014430014,0,0,0.00035701535,0.001843318,0.0003640335,0.0010259917
		shot	22	0.00025906737,0,0.00016412276,0.0007656968,0.00095204095,0.0010752688,0.00054605026,0
		sound	22	0,0.0014430014,0.0004923683,0.0007656968,0.0007140307,0.00015360983,0.0012741173,0.00034199728
		state	22	0,0.0028860029,0.00016412276,0.0003828484,0.0013090563,0.0004608295,0.00018201675,0.00034199728
		1968	21	0,0,0,0,0,0.00030721966,0.003458318,0
		effects	21	0,0,0,0.0007656968,0.00047602048,0,0.0027302513,0
		hovered	21	0.0010362695,0,0,0.0011485452,0.00035701535,0.0004608295,0.001456134,0
		passed	21	0.00025906737,0.0007215007,0.0011488594,0.0003828484,0.00011900512,0.0004608295,0.0010921005,0.00034199728
		couple	20	0,0.0043290043,0,0.0003828484,0,0.0010752688,0.0010921005,0
		crash	20	0.00051813474,0,0.000656491,0,0.0007140307,0.00015360983,0,0.0023939807
		diameter	20	0,0.0014430014,0.0003282455,0,0.0015470665,0,0.00054605026,0
		eureka	20	0,0,0.0032824553,0,0,0,0,0
		following	20	0.0012953368,0,0.00016412276,0.0003828484,0.0005950256,0.00015360983,0.00054605026,0.0013679891
		heard	20	0.00051813474,0.0021645022,0.0009847366,0,0.00047602048,0.00030721966,0.00018201675,0.00068399456
		landing	20	0,0,0.0003282455,0,0.0015470665,0.00030721966,0.00018201675,0.00068399456
		local	20	0.00051813474,0.0007215007,0.00016412276,0.0003828484,0.0008330358,0.0012288786,0,0
		officers	20	0.002072539,0,0.000656491,0.0003828484,0.00047602048,0.0004608295,0,0
		press	20	0,0,0.00016412276,0.0030627872,0.0011900512,0.00015360983,0,0
		search	20	0,0,0.001312982,0,0.0013090563,0,0.00018201675,0
		south	20	0.0010362695,0.0007215007,0.000656491,0.0015313936,0.0005950256,0.00030721966,0,0
		suddenly	20	0.0007772021,0.0007215007,0,0.0007656968,0,0.0010752688,0.000728067,0.0010259917
		trees	20	0,0.0007215007,0,0,0.0008330358,0.0004608295,0.0016381507,0
		watched	20	0.0012953368,0,0.0004923683,0.0019142419,0.00035701535,0.00015360983,0.00018201675,0.00068399456
		bridge	19	0,0,0,0,0,0.0029185868,0,0
		dr	19	0,0.0014430014,0.0004923683,0.0003828484,0.0011900512,0.0004608295,0,0
		extremely	19	0,0,0.00016412276,0,0.00035701535,0.001843318,0,0.0010259917
		know	19	0.00051813474,0,0.0011488594,0,0.00011900512,0.0010752688,0.0003640335,0
		look	19	0.00051813474,0.0007215007,0.0004923683,0.0003828484,0.0007140307,0.0004608295,0.00054605026,0
		man	19	0.0012953368,0.0028860029,0.0004923683,0.0003828484,0.00011900512,0.0004608295,0.0003640335,0
		meteor	19	0,0,0.0029542097,0,0.00011900512,0,0,0
		year	19	0.00025906737,0.0014430014,0.00016412276,0.0003828484,0.00035701535,0.0010752688,0.0003640335,0.00068399456
		years	19	0.0007772021,0,0.00016412276,0.0003828484,0.0007140307,0.0004608295,0.000728067,0.00034199728
		200	18	0.0007772021,0,0,0,0.00023801024,0.000921659,0.00054605026,0.0013679891
		asked	18	0.0010362695,0,0.0003282455,0.0003828484,0.00035701535,0.00030721966,0.0010921005,0
		below	18	0.0015544042,0,0.0004923683,0,0.00011900512,0.0004608295,0.0009100837,0
		close	18	0.00051813474,0,0.0011488594,0,0.00047602048,0.00015360983,0.00054605026,0.00034199728
		flew	18	0.00051813474,0,0.0008206138,0,0,0.00015360983,0.0018201674,0
		interview	18	0.00025906737,0.0007215007,0.0003282455,0.0019142419,0.00095204095,0,0.00018201675,0
		looked	18	0.0012953368,0,0.000656491,0,0.00047602048,0,0.0003640335,0.0010259917
		material	18	0,0,0.00016412276,0,0.0020230869,0,0,0
		moved	18	0.0012953368,0.0007215007,0.00016412276,0.0003828484,0.00011900512,0,0.0016381507,0
		project	18	0.00025906737,0,0.0011488594,0.0019142419,0.00023801024,0.00015360983,0.0003640335,0
		source	18	0.00025906737,0,0.000656491,0,0.00095204095,0.0006144393,0.00018201675,0
		unknown	18	0,0.0007215007,0.00016412276,0.0011485452,0.00095204095,0.00030721966,0.00018201675,0.00068399456
		west	18	0.00025906737,0,0.0014771048,0.0015313936,0.00011900512,0.00015360983,0.0003640335,0
		austin	17	0,0,0,0.0065084225,0,0,0,0
		called	17	0,0.0007215007,0.0004923683,0.0015313936,0.00035701535,0.00015360983,0.000728067,0.00034199728
		events	17	0,0.0014430014,0.000656491,0.0003828484,0.0007140307,0.00015360983,0.00018201675,0.00068399456
		good	17	0.00051813474,0,0.0004923683,0.0007656968,0.00035701535,0.000921659,0,0.00034199728
		head	17	0,0.0007215007,0,0.0003828484,0,0.0013824885,0.0009100837,0.00034199728
		highway	17	0.00051813474,0,0.00016412276,0,0.0013090563,0.0004608295,0,0
		hill	17	0.0007772021,0.0036075036,0.0004923683,0.0007656968,0,0,0.000728067,0
		inside	17	0.00051813474,0.0028860029,0.00016412276,0.0015313936,0.00023801024,0.00015360983,0.00018201675,0.00068399456
		lake	17	0,0,0.00016412276,0,0,0.0006144393,0.002184201,0
		nature	17	0,0,0.00016412276,0,0.00047602048,0.001843318,0,0
		outside	17	0.0007772021,0,0.000656491,0.0003828484,0.00023801024,0.00076804915,0,0.00068399456
		p.m	17	0,0,0.00016412276,0,0.00011900512,0.00030721966,0.0023662178,0
		ran	17	0.0007772021,0.0007215007,0.0004923683,0.0015313936,0.00035701535,0.00030721966,0.00018201675,0
		small	17	0.00051813474,0.0014430014,0,0.0007656968,0.0005950256,0.0004608295,0.0003640335,0.00034199728
		speed	17	0.0007772021,0,0.00016412276,0.0015313936,0.00047602048,0.0004608295,0.0003640335,0
		stated	17	0.00051813474,0,0,0.0007656968,0.0014280614,0.00015360983,0,0
		truck	17	0.00025906737,0,0.0009847366,0,0.00035701535,0.00030721966,0,0.0017099864
		betty	16	0,0.01010101,0.00016412276,0,0,0,0.00018201675,0
		city	16	0.00025906737,0.0007215007,0.0004923683,0.0019142419,0,0.0004608295,0.00054605026,0
		county	16	0.0010362695,0,0.00016412276,0.0026799387,0.00035701535,0.00015360983,0,0
		da	16	0,0,0,0,0,0,0,0.0054719565
		location	16	0,0,0.0003282455,0,0.0010710461,0.00015360983,0.00018201675,0.0010259917
		mile	16	0.00051813474,0,0,0.0007656968,0.00095204095,0.00030721966,0.00018201675,0.00034199728
		observed	16	0.0010362695,0,0.0003282455,0.0007656968,0.00011900512,0.00015360983,0.000728067,0.00068399456
		period	16	0,0,0.00016412276,0,0,0.001996928,0,0.00068399456
		returned	16	0.00051813474,0,0.00016412276,0,0.0010710461,0.00030721966,0.00018201675,0.00034199728
		scientific	16	0,0.0007215007,0.00016412276,0,0.0005950256,0.000921659,0.00054605026,0
		site	16	0,0,0.00016412276,0,0.0013090563,0,0.0003640335,0.00068399456
		station	16	0.002072539,0,0,0,0.00047602048,0.0006144393,0,0
		team	16	0,0,0,0.0026799387,0.00035701535,0.00030721966,0.000728067,0
		top	16	0,0,0,0.0007656968,0.0007140307,0.0004608295,0.0009100837,0
		able	15	0.00025906737,0.0007215007,0.0004923683,0,0.00023801024,0.0004608295,0.0003640335,0.0010259917
		associated	15	0.00051813474,0,0.00016412276,0.0003828484,0.00095204095,0.00030721966,0,0.00034199728
		casebook	15	0,0,0,0,0.0016660716,0.00015360983,0,0
		color	15	0.00025906737,0,0.000656491,0,0.0008330358,0.0004608295,0,0
		days	15	0.00025906737,0.0007215007,0.00016412276,0.0011485452,0.00047602048,0.00015360983,0,0.0013679891
		engine	15	0.0010362695,0,0.0008206138,0.0007656968,0,0.0004608295,0.00018201675,0
		fact	15	0.00051813474,0.0007215007,0.0011488594,0.0003828484,0.00023801024,0.00015360983,0.00018201675,0
		frightened	15	0,0.0007215007,0.00016412276,0,0,0.00030721966,0.0016381507,0.00068399456
		glow	15	0.0010362695,0,0.0004923683,0,0.0008330358,0,0.00018201675,0
		green	15	0.0007772021,0,0.00016412276,0,0.00011900512,0.00030721966,0.0010921005,0.00068399456
		having	15	0,0.0014430014,0.00016412276,0,0.00035701535,0.0010752688,0.0003640335,0
		horizon	15	0.0025906735,0,0.00016412276,0.0003828484,0.00023801024,0,0.00018201675,0
		hovering	15	0.00025906737,0,0,0.0003828484,0.0005950256,0.00076804915,0.00054605026,0
		janet	15	0,0.0014430014,0,0,0,0,0.0023662178,0
		lit	15	0,0,0.00016412276,0,0.0010710461,0,0.0009100837,0
		low	15	0.00051813474,0,0.0003282455,0.0003828484,0.00035701535,0.00030721966,0.00054605026,0.00068399456
		mentioned	15	0.0007772021,0.0007215007,0.0004923683,0.0007656968,0,0.000921659,0,0
		murphy	15	0,0,0,0,0.0017850768,0,0,0
		nevada	15	0,0,0.0024618416,0,0,0,0,0
		side	15	0.0007772021,0.0007215007,0,0.0011485452,0.00011900512,0.00015360983,0.0009100837,0.00034199728
		similar	15	0.0010362695,0,0,0,0.00035701535,0.0006144393,0.0003640335,0.00068399456
		sun	15	0.00025906737,0,0.0018053504,0,0.00023801024,0,0.00018201675,0
		unusual	15	0,0,0.0003282455,0.0003828484,0.0010710461,0.00030721966,0,0.00034199728
		window	15	0.0012953368,0,0,0.0007656968,0.0005950256,0,0.00054605026,0
		approximately	14	0.0007772021,0,0.0004923683,0.0003828484,0.00035701535,0.00030721966,0.00018201675,0.00034199728
		balloon	14	0.00051813474,0,0.0018053504,0,0,0.00015360983,0,0
		carson	14	0.003626943,0,0,0,0,0,0,0
		center	14	0.00051813474,0,0.00016412276,0,0.00047602048,0,0.0012741173,0
		clear	14	0.0012953368,0.0007215007,0,0,0.00011900512,0,0.0009100837,0.00068399456
		difficult	14	0.00051813474,0,0.00016412276,0,0.00011900512,0.000921659,0,0.0013679891
		file	14	0,0,0.0019694732,0,0,0.00015360983,0.00018201675,0
		files	14	0,0,0.001312982,0,0.00011900512,0,0,0.0017099864
		going	14	0,0,0.0003282455,0.0007656968,0.0007140307,0,0.000728067,0
		heavy	14	0,0,0,0,0.00095204095,0.000921659,0,0
		investigator	14	0.00025906737,0,0.00016412276,0.0007656968,0.00095204095,0.00015360983,0.00018201675,0
		july	14	0,0,0,0,0.00047602048,0.0010752688,0.00054605026,0
		owner	14	0,0,0,0,0.0014280614,0.00030721966,0,0
		patrol	14	0.0015544042,0,0.00016412276,0,0.0007140307,0.00015360983,0,0
		quickly	14	0,0,0.0003282455,0,0.0007140307,0.0004608295,0.0003640335,0.00034199728
		received	14	0.00051813474,0.0007215007,0.00016412276,0,0.00023801024,0.0004608295,0.000728067,0.00034199728
		reno	14	0,0,0.0022977188,0,0,0,0,0
		richard	14	0,0.0007215007,0,0,0.0013090563,0,0.0003640335,0
		say	14	0.0015544042,0.0007215007,0.0004923683,0.0003828484,0.00023801024,0.00015360983,0,0
		second	14	0.0010362695,0.0007215007,0.00016412276,0,0.00035701535,0.0006144393,0,0.00034199728
		silva	14	0,0,0,0,0,0,0,0.0047879615
		soon	14	0,0.0028860029,0,0.0003828484,0.00095204095,0,0.00018201675,0
		sped	14	0.00051813474,0.0007215007,0,0,0.00047602048,0,0.0012741173,0
		way	14	0.00051813474,0.0014430014,0.00016412276,0.0003828484,0.00047602048,0.00015360983,0.00054605026,0
		wide	14	0.00051813474,0,0.00016412276,0.0003828484,0.00035701535,0.00015360983,0.0009100837,0.00034199728
		yards	14	0.00025906737,0,0,0.0003828484,0.00023801024,0.0006144393,0.0010921005,0
		1962	13	0,0.0007215007,0.0019694732,0,0,0,0,0
		abduction	13	0,0.0014430014,0,0,0,0.00015360983,0.000728067,0.0020519835
		barney	13	0,0.008658009,0,0,0,0,0.00018201675,0
		became	13	0,0.0014430014,0,0.0007656968,0.00023801024,0,0.00054605026,0.0013679891
		bird	13	0,0,0,0,0,0.001996928,0,0
		closer	13	0.00051813474,0,0,0.0007656968,0.00011900512,0,0.001456134,0
		conducted	13	0.00025906737,0,0.0004923683,0.0003828484,0.0005950256,0.00015360983,0,0.00068399456
		friend	13	0.00025906737,0,0.001312982,0.0007656968,0,0.00030721966,0,0
		headed	13	0.00025906737,0,0.00016412276,0.0011485452,0.0008330358,0,0.00018201675,0
		hour	13	0,0,0.00016412276,0.0011485452,0.00023801024,0.000921659,0.00018201675,0
		huge	13	0.0012953368,0,0,0,0.00011900512,0.000921659,0.00018201675,0
		james	13	0.00051813474,0.0007215007,0,0.0003828484,0.0008330358,0,0.00018201675,0.00034199728
		mrs	13	0,0,0,0,0.00011900512,0.000921659,0.0010921005,0
		nellis	13	0,0,0.002133596,0,0,0,0,0
		nephi	13	0,0,0.002133596,0,0,0,0,0
		ohio	13	0,0,0,0.0003828484,0.00047602048,0.000921659,0.0003640335,0
		orville	13	0,0,0,0.0049770293,0,0,0,0
		phenomena	13	0.0010362695,0.0007215007,0.00016412276,0.0003828484,0,0.000921659,0,0
		pilot	13	0,0,0.0004923683,0,0,0,0.0018201674,0
		probably	13	0,0,0.000656491,0.0011485452,0.00023801024,0.00015360983,0,0.0010259917
		public	13	0,0.0014430014,0.0003282455,0.0003828484,0.0008330358,0,0,0.00034199728
		quite	13	0.0007772021,0,0.0003282455,0,0,0.0010752688,0,0.00034199728
		reaction	13	0,0,0,0.0003828484,0.00023801024,0,0.0018201674,0
		seconds	13	0.00025906737,0,0.0003282455,0.0003828484,0.0010710461,0,0,0
		shows	13	0.00025906737,0,0.0004923683,0,0.00023801024,0,0.0009100837,0.00068399456
		started	13	0.00051813474,0,0.0003282455,0.0007656968,0.00023801024,0.00030721966,0.00054605026,0
		tall	13	0,0.0007215007,0,0,0,0.0013824885,0.00018201675,0.00068399456
		theories	13	0,0,0,0,0.00011900512,0.001843318,0,0
		times	13	0.0010362695,0,0.0008206138,0.0003828484,0,0.00015360983,0.00018201675,0.00034199728
		tower	13	0.0025906735,0,0.00016412276,0.0003828484,0,0,0.00018201675,0
		train	13	0.0033678757,0,0,0,0,0,0,0
		true	13	0.00025906737,0.0007215007,0.00016412276,0,0.00035701535,0.0010752688,0,0
		unidentified	13	0.00051813474,0.0007215007,0.000656491,0,0.00011900512,0.00030721966,0.00054605026,0
		used	13	0,0,0.00016412276,0.0007656968,0.00035701535,0.000921659,0,0.00034199728
		accompanied	12	0,0,0.00016412276,0,0.00035701535,0.0010752688,0.00018201675,0
		africa	12	0,0,0,0,0.0014280614,0,0,0
		behind	12	0.0007772021,0,0.0004923683,0.0003828484,0,0.00030721966,0,0.0010259917
		building	12	0,0,0,0,0.00035701535,0,0,0.0030779755
		copyright	12	0,0,0,0,0.0014280614,0,0,0
		doubt	12	0,0,0.0003282455,0.0003828484,0.00023801024,0.000921659,0.00018201675,0
		evening	12	0.00051813474,0,0.0003282455,0.0007656968,0.00011900512,0.0006144393,0.00018201675,0
		evidence	12	0.00051813474,0.0007215007,0.00016412276,0.0003828484,0.0007140307,0.00015360983,0,0
		experience	12	0,0,0.00016412276,0.0003828484,0.00035701535,0.00030721966,0.00054605026,0.00068399456
		explanations	12	0.00051813474,0,0.000656491,0,0,0.000921659,0,0
		flight	12	0,0,0.0011488594,0,0,0,0.0009100837,0
		glowing	12	0.00051813474,0,0.0008206138,0,0.00035701535,0,0.0003640335,0
		investigated	12	0,0.0007215007,0,0.0007656968,0.00047602048,0.0004608295,0.0003640335,0
		kecksburg	12	0,0,0,0,0.0014280614,0,0,0
		kind	12	0,0.0021645022,0.0003282455,0.0007656968,0.00011900512,0.0004608295,0.00018201675,0
		known	12	0,0.0007215007,0.00016412276,0,0.00023801024,0.0010752688,0.00018201675,0
		landed	12	0,0,0.0008206138,0,0.00023801024,0,0.00018201675,0.0013679891
		letter	12	0.002072539,0.0007215007,0.0004923683,0,0,0,0,0
		native	12	0,0,0,0,0,0.001843318,0,0
		november	12	0.00051813474,0,0.00016412276,0,0.00011900512,0.00030721966,0.0010921005,0
