&#160;	&#160;	Term	Count	Trend
		skies	7	0.00039888313,0.002366864,0,0,0.0011160715,0.0004415011
		sound	7	0,0,0,0.00062189053,0.00074404763,0.0008830022
		spoke	7	0.0015955325,0,0,0.00062189053,0,0
		spring	7	0.002792182,0,0,0,0,0
		state	7	0.00079776626,0.001183432,0,0.0008291874,0,0
		stated	7	0,0,0,0,0.0026041667,0
		things	7	0.0011966494,0.003550296,0,0.00020729685,0,0
		top	7	0,0.001183432,0.0014164306,0.0010364843,0,0
		traveling	7	0,0,0,0.00062189053,0.0014880953,0
		type	7	0.00079776626,0,0,0.0008291874,0.00037202382,0
		way	7	0,0.001183432,0,0.0012437811,0,0
		written	7	0,0,0.004249292,0.0004145937,0.00074404763,0
		airplane	6	0.0011966494,0,0,0.0004145937,0.00037202382,0
		alleged	6	0.00039888313,0,0.0014164306,0.00062189053,0.00037202382,0
		arnold	6	0,0.001183432,0,0.0010364843,0,0
		artillery	6	0,0.002366864,0,0,0,0.0017660044
		berger	6	0,0,0,0,0,0.0026490067
		beyond	6	0,0.001183432,0.0014164306,0.0008291874,0,0
		brief	6	0,0,0,0.00062189053,0.00037202382,0.0008830022
		called	6	0.0011966494,0,0,0.0004145937,0.00037202382,0
		church	6	0.0015955325,0,0,0,0,0.0008830022
		claimed	6	0,0,0.0014164306,0.0010364843,0,0
		clear	6	0,0.002366864,0,0.00020729685,0.0011160715,0
		close	6	0.00039888313,0.002366864,0,0.00062189053,0,0
		cone	6	0,0,0,0,0.00074404763,0.0017660044
		couldn	6	0,0.001183432,0,0.00062189053,0.00074404763,0
		cut	6	0,0,0,0.0004145937,0.0014880953,0
		dc	6	0,0,0,0,0.002232143,0
		discs	6	0,0,0,0.0012437811,0,0
		distance	6	0,0,0,0.00020729685,0.001860119,0
		early	6	0.00079776626,0.001183432,0,0.00020729685,0.00037202382,0.0004415011
		engine	6	0,0,0,0.0010364843,0.00037202382,0
		fufor	6	0,0,0,0,0,0.0026490067
		gave	6	0.00039888313,0,0,0.0008291874,0.00037202382,0
		grandmother	6	0.0023932988,0,0,0,0,0
		hovering	6	0,0.003550296,0,0,0.00037202382,0.0008830022
		immediately	6	0.00079776626,0.001183432,0,0.00062189053,0,0
		inch	6	0,0,0,0,0,0.0026490067
		inches	6	0,0,0,0.00020729685,0.0011160715,0.0008830022
		index	6	0,0,0,0,0,0.0026490067
		information	6	0.0011966494,0,0.0014164306,0,0.00074404763,0
		inside	6	0.00079776626,0,0,0.0004145937,0.00074404763,0
		intelligence	6	0,0,0,0.0008291874,0.00037202382,0.0004415011
		interview	6	0,0,0.0056657223,0.0004145937,0,0
		investigation	6	0.00039888313,0,0.0014164306,0.0004145937,0.00037202382,0.0004415011
		japanese	6	0,0.00591716,0,0.00020729685,0,0
		know	6	0.00079776626,0,0,0.0008291874,0,0
		lights	6	0,0,0,0.00020729685,0,0.0022075055
		look	6	0.00039888313,0,0,0.0008291874,0.00037202382,0
		noticed	6	0.00039888313,0,0,0.00062189053,0.00074404763,0
		numbers	6	0,0,0,0.0012437811,0,0
		observed	6	0,0,0,0.00020729685,0.00074404763,0.0013245033
		outside	6	0.0023932988,0,0,0,0,0
		pieces	6	0.00039888313,0,0,0.0010364843,0,0
		planes	6	0,0.003550296,0,0.00020729685,0.00074404763,0
		ranch	6	0,0,0,0.0012437811,0,0
		records	6	0.0015955325,0,0,0,0.00074404763,0
		research	6	0.00079776626,0,0.0014164306,0.0004145937,0.00037202382,0
		retired	6	0.00079776626,0,0,0.0004145937,0.00074404763,0
		sgt	6	0,0,0,0.00062189053,0,0.0013245033
		sharp	6	0,0,0,0.00020729685,0.001860119,0
		side	6	0.00079776626,0,0,0.00020729685,0.0011160715,0
		similar	6	0.00039888313,0,0,0.00062189053,0,0.0008830022
		size	6	0,0,0,0.0004145937,0,0.0017660044
		sky	6	0,0.001183432,0,0.00062189053,0,0.0008830022
		stringfield	6	0.0019944157,0,0,0,0,0.0004415011
		submarine	6	0,0,0,0.0012437811,0,0
		taken	6	0.0011966494,0,0,0.00062189053,0,0
		theory	6	0,0,0,0.00020729685,0.001860119,0
		ward	6	0,0,0,0,0,0.0026490067
		weapons	6	0,0,0,0,0,0.0026490067
		whitted	6	0,0,0,0,0.002232143,0
		william	6	0.00079776626,0,0,0.0008291874,0,0
		witnessed	6	0.00079776626,0.001183432,0,0,0.00074404763,0.0004415011
		world	6	0.00039888313,0,0,0.0008291874,0.00037202382,0
		1,000	5	0,0,0,0,0.0011160715,0.0008830022
		able	5	0,0,0,0.0004145937,0.0011160715,0
		actually	5	0.00039888313,0,0,0.00062189053,0.00037202382,0
		airport	5	0,0,0,0.00020729685,0.0014880953,0
		approximately	5	0.00039888313,0,0,0.00062189053,0.00037202382,0
		article	5	0,0,0.007082153,0,0,0
		asked	5	0.00079776626,0,0,0.00020729685,0.00074404763,0
		blinking	5	0,0,0,0,0.00037202382,0.0017660044
		booth	5	0.00039888313,0.001183432,0,0,0.0011160715,0
		came	5	0.00079776626,0,0,0.0004145937,0.00037202382,0
		captain	5	0,0,0,0.00062189053,0.00074404763,0
		children	5	0,0,0,0.0010364843,0,0
		claim	5	0.00039888313,0,0.0056657223,0,0,0
		coming	5	0,0.001183432,0,0.00020729685,0.0011160715,0
		contact	5	0.0015955325,0,0,0.00020729685,0,0
		corona	5	0,0,0,0.0010364843,0,0
		county	5	0.0011966494,0,0,0.0004145937,0,0
		crashes	5	0.00039888313,0,0.004249292,0,0.00037202382,0
		crisman	5	0,0,0,0.0010364843,0,0
		death	5	0.00039888313,0,0.0014164306,0.00020729685,0.00074404763,0
		details	5	0.0011966494,0,0,0.00020729685,0.00037202382,0
		dropping	5	0,0,0,0.00062189053,0,0.0008830022
		evening	5	0.00039888313,0,0,0.0004145937,0,0.0008830022
		explanation	5	0,0,0,0.0004145937,0.00037202382,0.0008830022
		eyewitness	5	0,0.003550296,0.0014164306,0.00020729685,0,0
		family	5	0.00079776626,0,0,0.00062189053,0,0
		friend	5	0.00079776626,0,0.0014164306,0.0004145937,0,0
		giant	5	0,0.004733728,0,0.00020729685,0,0
		glowing	5	0,0,0,0.0004145937,0.0011160715,0
		good	5	0,0,0,0.0004145937,0.00074404763,0.0004415011
		got	5	0.0011966494,0,0.0014164306,0,0.00037202382,0
		government	5	0.00039888313,0,0.0014164306,0.0004145937,0.00037202382,0
		headed	5	0,0.001183432,0,0.00020729685,0.00037202382,0.0008830022
		house	5	0,0.001183432,0,0.0008291874,0,0
		hundreds	5	0.00039888313,0.002366864,0,0,0,0.0008830022
		instead	5	0,0,0,0.0008291874,0.00037202382,0
		kilgallen	5	0,0,0.007082153,0,0,0
		known	5	0.0015955325,0,0.0014164306,0,0,0
		living	5	0.00079776626,0.001183432,0,0,0.00074404763,0
		major	5	0,0.002366864,0,0.0004145937,0.00037202382,0
		malta	5	0,0,0,0.0010364843,0,0
		mann's	5	0.0019944157,0,0,0,0,0
		mention	5	0.00079776626,0,0.0028328612,0.00020729685,0,0
		mph	5	0,0,0,0,0.00037202382,0.0017660044
		news	5	0,0.001183432,0,0.0008291874,0,0
		newspapers	5	0,0,0.0014164306,0.00020729685,0,0.0013245033
		north	5	0,0,0,0,0.001860119,0
		observers	5	0,0,0,0,0.00037202382,0.0017660044
